survey.datauto written
103
SpawninggroundsalongtheNorwegiancoast
1988 2018
1 1 0.1667 0.1667
3 12
1  	0.375  	0.299  	8.066  	0.086  	0.033  	0.011  	0.038  	0.022  	0.041  	NA
1  	0.017  	0.336  	0.089  	3.995  	0.106  	0.012  	0.008  	0.059  	NA  	0.051
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	0.099  	0.048  	0.851  	0.48  	0.073  	0.015  	0.152  	0.043  	1.838  	0.006
1  	0.409  	4.643  	3.186  	1.986  	0.292  	0.018  	NA  	0.141  	0.076  	2.299
1  	0.147  	1.885  	7.923  	2.384  	0.887  	0.314  	NA  	NA  	0.121  	1.83
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	0.33  	0.984  	3.012  	13.089  	8.214  	1.909  	0.588  	0.194  	0.035  	1.774
1  	1.572  	0.379  	1.366  	2.593  	9.356  	6.979  	1.632  	0.495  	0.124  	0.719
1  	0.672  	2.617  	0.103  	0.485  	1.139  	4.193  	2.864  	0.547  	0.048  	0.234
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	0.27  	0.662  	2.086  	5.871  	8.223  	0.66  	0.457  	0.183  	0.113  	2.296
1  	0.098  	6.073  	0.478  	0.912  	3.291  	3.29  	0.122  	0.067  	0.025  	0.454
1  	0.369  	1.594  	12.175  	0.622  	0.646  	2.842  	3.258  	0.137  	0.223  	1.029
1  	0.07  	2.449  	2.699  	9.06  	0.53  	0.476  	1.599  	1.6  	0.153  	0.443
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	0.516  	2.748  	0.768  	3.223  	0.377  	0.65  	2.868  	0.72  	7.251  	2.348
1  	0.218  	0.253  	0.539  	0.404  	2.288  	0.242  	0.569  	2.792  	0.681  	5.43
1  	0.095  	1.078  	0.666  	0.868  	0.411  	1.376  	0.176  	0.231  	1.903  	3.666
1  	0.145  	1.779  	2.78  	0.485  	0.824  	0.622  	1.083  	0.463  	0.378  	3.393
YoungherringintheBarentsSeainMay
1991 2018
1 1 0.4167 0.4167
2 2
1  	0.0052
1  	0.014
1  	0.0258
1  	0.0592
1  	0.0077
1  	0.00025
1  	4e-05
1  	0.0047
1  	0.0049
1  	0.0279
1  	0.0076
1  	0.0039
1  	NA
1  	NA
1  	0.0045
1  	0.035
1  	0.0037
1  	0.00038
1  	0.000286
1  	0.001366
1  	0.003802
1  	1.5e-05
1  	0.001982
1  	0.003055
1  	0.011471
1  	0.005463
1  	0.003266
1  	0.017404
FeedingareasintheNorwegianSeainMay
1996 2018
1 1 0.4167 0.4167
3 12
1  	4.114  	22.461  	13.244  	4.916  	2.045  	0.424  	0.014  	0.007  	0.155  	3.134
1  	1.169  	3.599  	18.867  	13.546  	2.473  	1.771  	0.178  	0.077  	0.288  	2.947
1  	0.367  	1.099  	4.41  	16.378  	10.16  	2.059  	0.804  	0.183  	NA  	0.527
1  	2.191  	0.322  	0.965  	3.067  	11.763  	6.077  	0.853  	0.258  	0.005  	0.3
1  	1.353  	2.783  	0.092  	0.384  	1.302  	7.194  	5.344  	1.689  	0.271  	0.189
1  	8.312  	1.43  	1.463  	0.179  	0.204  	3.215  	5.433  	1.22  	0.094  	0.184
