Natural mortality at age;                  
1   5               
1981   2011               
1   10               
1                  
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2  #1981
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2 #1990
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2 #2000
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2 #2010
0.2   0.2   0.2   0.2   0.2   0.2   0.2 0.2  0.2 0.2 
