Mean Weight in Stock (kilograms)
1 4
1976 2016
1 10
1
0.041970598	0.1	0.811	1.114	1.662	2.738	3.226	4.062	5.831	12.747
0.041970598	0.2	0.674	1.382	2.201	2.649	3.322	6.363	3.92	4.616
0.041970598	0.25	0.668	0.965	1.801	2.472	2.845	3.649	4.733	7.313111111
0.041970598	0.35	0.8	1.309	2.111	3.153	3.696	4.371	6.861	8.007
0.041970598	0.5	0.753	1.017	1.884	2.58	3.823	4.107	5.715	7.902
0.041970598	0.19045	0.308	1.045	1.576	2.19	2.59	4.029	3.529	7.831
0.041970598	0.137802562	0.844	1.118	1.604	2.605	3.875	5.495	5.425	6.278
0.041970598	0.2	0.552	0.937	1.337	2.039	2.795	3.378	4.218	4.109
0.041970598	0.174560976	0.624	0.967	1.385	1.869	2.469	3.286	3.985	4.433
0.1	0.1	0.42	0.754	1.134	1.662	2.065	2.669	3.486	4.337
0.02734	0.261776387	0.582	1.248	1.414	2.043	2.689	3.188	3.893	8.401
0.04	0.109120623	0.872	1.187	2.043	2.302	2.963	3.294	4.114	5.107
0.04	0.087787611	0.659	1.106	1.251	1.691	2.677	3.046	3.478	5.111
0.031666667	0.115733333	0.558	0.855	1.308	1.821	3.161	4.252	4.397	5.862
0.041970598	0.090280488	0.649	0.889	1.031	1.452	2.614	3.765	5.846	10.868
0.052194444	0.1065	0.802	0.966	1.088	1.146	1.595	3.964	4.68165	7.313111111
0.02	0.115	0.567	0.869	1.028	1.697	1.849	2.845	3.253	4.402
0.041970598	0.106609756	0.585	0.82	1.239	1.83	1.802	2.873	3.976	8.777
0.0365	0.158292683	0.43	0.883	1.359	1.706	3.103	3.9	4.976	16.271
0.048333333	0.15601626	0.768	0.93	1.093	1.799	2.493	4.13	6.49	7.313111111
0.041970598	0.149253731	0.501	0.814	1.201	2.176	2.955	4.151	5.507	6.577
0.03375	0.115307692	0.56	0.956	1.397	1.767	1.83	3.239	4.68165	7.313111111
0.035833333	0.182117647	0.367846154	0.83283913	1.45908	1.584689655	1.714055172	3.4854	3.14	7.313111111
0.04	0.18	0.739	0.895	1.24	2.254	3.387	4.556	4.68165	7.313111111
0.04	0.171044776	0.642	1.121	1.453	2.378	2.621	2.409	4.68165	7.313111111
0.041970598	0.137802562	0.606365385	0.945364946	1.29613	1.831793103	2.469878448	3.4854	4.4551625	7.474479167
0.044210526	0.19137931	0.708	0.999	1.397	2.318	1.884	2.853	3.56	3.356
0.032	0.203267327	1.046	1.391	2.069	2.565	3.3	3.988	5.095	6.958
0.0444	0.231510345	0.988	1.236	1.584	2.158	3.149	6.132	6.442833333	9.737
0.037882353	0.217481481	0.811	1.106	1.728	2.415	2.81	6.955	6.442833333	9.737
0.031818182	0.19943662	0.724	0.944	1.56	3.102	4.522	9.931	9.931	9.737
0.04425	0.144886364	0.703	0.95	1.543	2.574	4.003	5.136	6.541	10.25
0.037294118	0.149595238	0.615	0.884	1.406	2.332	3.709	5.463	7.263	9.737
0.062	0.155012987	0.641	0.898	1.461	2.348	4.055	5.132	5.869	14.181
0.033670968	0.208928571	0.659	0.976	1.517	2.12	3.204	4.872	6.929	9.796
0.031784615	0.177514925	0.657	0.918	1.466	2.013	3.305	5.396	7.527	10.366
0.0306	0.176156069	0.764	1.109	1.81	2.7	3.554	5.964	6.91	14.345
0.031571429	0.120891473	0.766	1.258	1.623	2.235	3.059	3.636	4.114	7.43
0.032052632	0.121306818	0.69	1.226	1.935	2.534	3.408	5.327	5.746	7.766
0.028058824	0.1205	0.783	1.131	1.754	2.548	3.378	4.924	7.829	12.922
0.03	0.12	0.505	1.042	1.474	2.233	3.12	3.716	3.914	9.304
